cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,trn,trnipcoc,trnusgov,trnmuni,trncbo,trnfcfg,trnfc,trnfg
"58507","0","3560783","","CAPITALMARK BANK & TRUST","Chattanooga","TN","37402","12/31/2012","11/15/2020","SM","801 Broad St.","","4","0","0","4","0","Hamilton","16860","Chattanooga, TN-GA","3/5/2007","3/5/2007","3/5/2007","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","153886","150679","0","3100","107","0","0","0"
"58878","0","3806100","","CAPITALSOURCE BANK","Los Angeles","CA","90071","12/31/2012","11/15/2020","NM","633 W. 5th St.","","24","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/25/2008","7/25/2008","9/11/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","","0","0","0","0","0","0","0","0"
"34074","14016","2339599","2339610","CAPITOL BANK","Madison","WI","53717","12/31/2012","11/15/2020","NM","710 N. High Point Rd.","CAPITOL BANKSHARES INC","14","0","0","4","0","Dane","31540","Madison, WI","10/9/1995","10/9/1995","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.capitolbank.com","63173","63173","0","0","0","0","0","0"
"33938","0","2243977","2710675","CAPITOL CITY BANK & TRUST COMPANY","Atlanta","GA","30310","12/31/2012","11/15/2020","NM","562 Lee St, S.W.","CAPITOL CITY BANCSHARES INC","8","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","10/3/1994","10/3/1994","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","37994","37503","24","457","10","0","0","0"
"27981","670","968070","4226910","CAPITOL FEDERAL SAVINGS BANK","Topeka","KS","66603","12/31/2012","11/15/2020","SA","700 S Kansas Ave","CAPITOL FEDERAL FINANCIAL INC","46","0","1","5","0","Shawnee","45820","Topeka, KS","1/1/1893","9/16/1938","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.capfed.com","148129","148129","0","0","0","0","0","0"
"24199","0","285544","1247334","CAPITOL NATIONAL BANK","Lansing","MI","48933","12/31/2012","11/15/2020","N","200 Washington Sq. N.","CAPITOL BCORP LTD","2","0","0","4","0","Ingham","29620","Lansing-East Lansing, MI","11/22/1982","11/22/1982","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","0","http://www.capitolnational.com","16864","15094","0","1757","13","0","0","0"
"57529","0","3181197","","CAPMARK BANK","Midvale","UT","84047","12/31/2012","11/15/2020","NM","6955 Union Park Ctr, # 330","","1","0","0","9","0","Salt Lake","41620","Salt Lake City, UT","4/1/2003","4/1/2003","9/1/2009","Stock","0","1","FDIC","DIF","San Francisco","NEW YORK","Salt Lake City","San Francisco","Western","West","0","0","","0","0","0","0","0","0","0","0"
"58823","0","3715444","","CAPSTAR BANK","Nashville","TN","37219","12/31/2012","11/15/2020","SM","201 4th Ave. North, # 950","","5","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/14/2008","7/14/2008","8/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.capstarbank.com","163539","117578","3","8084","37874","0","0","0"
"22769","15607","450034","3681277","CAPSTONE BANK","Tuscaloosa","AL","35401","12/31/2012","11/15/2020","NM","2301 University Blvd.","CAPSTONE BANCSHARES INC","8","0","0","4","0","Tuscaloosa","46220","Tuscaloosa, AL","12/15/1978","12/15/1978","3/21/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","101694","91326","0","10368","0","0","0","0"
"58386","0","3452310","","CAPSTONE BANK","Raleigh","NC","27609","12/31/2012","11/15/2020","NM","4505 Falls Of The Neuse Rd,","","1","0","0","4","0","Wake","39580","Raleigh, NC","8/1/2006","8/1/2006","8/1/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","59667","59293","0","374","0","0","0","0"
"34733","0","2683014","2682996","CARDINAL BANK","Mclean","VA","22102","12/31/2012","11/15/2020","NM","8270 Greensboro Dr. Suite 50","CARDINAL FINANCIAL CORP","28","0","1","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","6/8/1998","6/8/1998","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","203318","201431","0","1887","0","0","0","0"
"19278","0","732954","","CARMINE STATE BANK","Carmine","TX","78932","12/31/2012","11/15/2020","NM","235 Centennial St.","","1","0","0","7","0","Fayette","","","7/1/1907","11/4/1964","6/13/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.carminestatebank.com","9337","9310","2","25","0","0","0","0"
"58432","0","3486623","","CAROLINA ALLIANCE BANK","Spartanburg","SC","29306","12/31/2012","11/15/2020","NM","200 S. Church St.","","1","0","0","4","0","Spartanburg","43900","Spartanburg, SC","1/8/2007","1/8/2007","5/27/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","44051","44043","8","0","0","0","0","0"
"34348","15549","2516626","2943473","CAROLINA BANK","Greensboro","NC","27401","12/31/2012","11/15/2020","NM","101 N. Spring St.","CAROLINA BANK HOLDINGS INC","8","0","0","4","0","Guilford","24660","Greensboro-High Point, NC","11/25/1996","11/25/1996","9/22/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","117941","117879","43","19","0","0","0","0"
"16723","0","355120","1076525","CAROLINA BANK & TRUST CO.","Lamar","SC","29069","12/31/2012","11/15/2020","NM","112 Main St.","FIRST CAROLINA BANCSHARES CORP","16","0","0","4","0","Darlington","22500","Florence, SC","3/3/1936","8/16/1948","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.carolinabank.net","119049","103868","0","15181","0","0","0","0"
"58516","0","3551521","4262253","CAROLINA PREMIER BANK","Charlotte","NC","28277","12/31/2012","11/15/2020","NM","13024 Ballantyne Corp Pl.","PREMARA FINANCIAL INC","5","0","1","4","0","Mecklenburg","16740","Charlotte-Concord-Gastonia, NC-SC","8/29/2007","8/29/2007","7/2/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","61950","60951","0","999","0","0","0","0"
"57026","0","2966614","","CAROLINA TRUST BANK","Lincolnton","NC","28092","12/31/2012","11/15/2020","NM","901 E. Main St.","","6","0","0","4","0","Lincoln","16740","Charlotte-Concord-Gastonia, NC-SC","12/8/2000","12/8/2000","10/15/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","52880","52388","0","492","0","0","0","0"
"2380","10331","541857","1848825","CARROLL BANK AND TRUST","Huntingdon","TN","38344","12/31/2012","11/15/2020","NM","19510 W. Main St.","CARROLL FINANCIAL SERVICES INC","7","0","0","8","0","Carroll","","","9/9/1907","1/1/1934","12/1/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.carrollbank.com","74186","59670","0","14054","462","0","0","0"
"32393","8217","395274","4256159","CARROLL COMMUNITY BANK","Sykesville","MD","21784","12/31/2012","11/15/2020","NM","1321 Liberty Rd.","CARROLL BCORP INC","2","0","0","4","0","Carroll","12580","Baltimore-Columbia-Towson, MD","4/4/1904","10/25/1985","10/12/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.carrollcobank.com","7668","7498","0","170","0","0","0","0"
"31713","7372","452476","","CARROLL COUNTY SAVINGS AND LOAN ASSOCIATION","Carrollton","MO","64633","12/31/2012","11/15/2020","SA","121 N. Folger St.","","1","0","0","5","0","Carroll","","","1/1/1920","9/24/1974","7/21/2011","Non-Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","0","0","0","0","0","0","0","0"
"11771","0","859141","1203451","CARROLL COUNTY STATE BANK","Carroll","IA","51401","12/31/2012","11/15/2020","NM","126 W. 6th","CARROLL COUNTY BANCSHARES INC","7","0","0","2","0","Carroll","","","1/1/1870","1/1/1934","4/21/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.availa.bank","23423","22881","1","501","40","0","0","0"
"1611","13004","490843","1131013","CARROLL COUNTY TRUST COMPANY OF CARROLLTON, MISSOURI","Carrollton","MO","64633","12/31/2012","11/15/2020","NM","2 S. Folger","CARROLL COUNTY BANCSHARES INC","2","0","0","2","1","Carroll","","","1/1/1919","1/1/1934","8/12/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.cctconline.com","38204","28935","0","8938","331","0","0","0"
"12383","13483","1001648","1860863","CARROLLTON BANK","Carrollton","IL","62016","12/31/2012","11/15/2020","NM","315 W. Public Sq.","CBX CORP","9","0","1","4","1","Greene","","","1/1/1877","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","http://www.carrolltonbanking.com","222942","201205","0","21737","0","0","0","0"
"12433","11154","854520","1469800","CARROLLTON BANK","Baltimore","MD","21201","12/31/2012","11/15/2020","NM","344 N. Charles St.","CARROLLTON BCORP","13","0","0","4","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","1/1/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","25057","25057","0","0","0","0","0","0"
"29774","4069","219679","","CARROLLTON FEDERAL BANK","Carrollton","KY","41008","12/31/2012","11/15/2020","SA","2539 Hwy. 227","","1","0","0","5","0","Carroll","","","1/1/1890","5/26/1937","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.carrolltonfederal.com","6574","3692","0","2882","0","0","0","0"
"17369","0","171656","1061455","CARSON BANK","Mulvane","KS","67110","12/31/2012","11/15/2020","NM","122 W. Main St.","MULVANE BANKSHARES INC","4","0","0","4","1","Sumner","48620","Wichita, KS","7/1/1886","11/5/1954","7/1/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.carsonbank.com","36843","32728","0","4115","0","0","0","0"
"58596","0","3476192","","CARTER BANK & TRUST","Martinsville","VA","24112","12/31/2012","11/15/2020","NM","4 E. Commonwealth Blvd.","","122","0","1","4","0","Martinsville City","","","12/30/2006","12/30/2006","2/15/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.CBTCares.com","677548","647986","12","29550","0","0","0","0"
"15685","11238","644132","1082870","CARTER COUNTY BANK OF ELIZABETHTON, TENNESSEE","Elizabethton","TN","37643","12/31/2012","11/15/2020","NM","601 Elk Ave.","CARTER COUNTY BCORP","6","0","1","4","1","Carter","27740","Johnson City, TN","9/25/1939","9/25/1939","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","16316","7145","6","9165","0","0","0","0"
"28942","2657","900678","3793862","CARTHAGE FEDERAL SAVINGS AND LOAN ASSOCIATION","Carthage","NY","13619","12/31/2012","11/15/2020","SA","313 State St","RIVERBANK FINANCIAL MHC","4","0","0","5","0","Jefferson","48060","Watertown-Fort Drum, NY","1/1/1888","9/19/1951","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","carthagesavings.com","23938","23938","0","0","0","0","0","0"
"30394","5273","268677","2531245","CARVER FEDERAL SAVINGS BANK","New York","NY","10027","12/31/2012","11/15/2020","SA","75 W. 125th St.","CARVER BCORP INC","10","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1948","3/7/1949","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.Carverbank.com","91417","91307","0","26","84","0","0","0"
"3614","0","306337","3958867","CASEY STATE BANK","Casey","IL","62420","12/31/2012","11/15/2020","NM","305-307 N. Central Ave.","EAGLE FINANCIAL CORP","10","0","1","2","1","Clark","","","1/1/1880","1/1/1934","11/13/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","WWW.CASEYSTATEBANK.COM","76391","63598","1","12792","0","0","0","0"
"1265","11548","574976","3327025","CASHMERE VALLEY BANK","Cashmere","WA","98815","12/31/2012","11/15/2020","NM","117 Aplets Way","CASHMERE VALLEY FINANCIAL CORP","12","0","0","4","0","Chelan","48300","Wenatchee, WA","9/24/1932","1/1/1934","12/1/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.cashmerevalleybank.com","68991","52195","5938","8641","2217","0","0","0"
"1068","0","177751","1098648","CASS COMMERCIAL BANK","Bridgeton","MO","63044","12/31/2012","11/15/2020","SM","13001 Hollenberg Dr.","CASS INFORMATION SYSTEMS INC","4","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","1/1/1906","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.cassbank.com","109382","109382","0","0","0","0","0","0"
"19645","0","734051","1061576","CASS COUNTY BANK, INC.","Plattsmouth","NE","68048","12/31/2012","11/15/2020","NM","2020 W. 8th Ave.","CASS COUNTY STATE CO","2","0","0","4","0","Cass","36540","Omaha-Council Bluffs, NE-IA","11/8/1966","11/8/1966","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","","14077","13171","2","902","2","0","0","0"
"90582","15581","896856","2135072","CASTLE ROCK BANK","Castle Rock","CO","80104","12/31/2012","11/15/2020","SM","501 Wilcox","CASTLE ROCK BANK HOLDING CO","2","0","0","4","1","Douglas","19740","Denver-Aurora-Lakewood, CO","2/21/1974","6/17/1986","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","30834","30238","0","596","0","0","0","0"
"1913","0","152253","","CASTLE ROCK BANK","Castle Rock","MN","55010","12/31/2012","11/15/2020","NM","27925 Danville Ave.","","2","0","0","8","1","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/16/1916","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.castlerockbank.net","41515","41039","0","476","0","0","0","0"
"17979","0","742056","","CASTROVILLE STATE BANK","Castroville","TX","78009","12/31/2012","11/15/2020","NM","Paris &lorenzo","","2","0","0","8","0","Medina","41700","San Antonio-New Braunfels, TX","4/2/1959","4/2/1959","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.CASTROVILLESTATEBANK.COM","36568","26106","0","10462","0","0","0","0"
"10532","12420","930853","1109722","CATAHOULA - LASALLE BANK","Jonesville","LA","71343","12/31/2012","11/15/2020","NM","301 Mound St.","CATAHOULA HOLDING CO","4","0","0","7","1","Catahoula","","","10/5/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.clbbank.com","49227","39027","0","10200","0","0","0","0"
"18503","10611","595869","1843080","CATHAY BANK","Los Angeles","CA","90012","12/31/2012","11/15/2020","NM","777 N. Broadway St.","CATHAY GENERAL BCORP","52","1","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","4/19/1962","4/19/1962","11/1/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","https://www.cathaybank.com","190556","183796","0","77","0","6683","6683","0"
"33859","0","2132594","3443998","CATSKILL HUDSON BANK","Monticello","NY","12701","12/31/2012","11/15/2020","NM","4438 Rt 42 N","CATSKILL HUDSON BCORP INC","12","0","0","4","0","Sullivan","","","12/6/1993","12/6/1993","8/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.chbny.com","61988","55331","0","6657","0","0","0","0"
"12959","14283","254504","3009714","CATTARAUGUS COUNTY BANK","Little Valley","NY","14755","12/31/2012","11/15/2020","NM","116-20 Main St.","C C BCORP INC","8","0","0","4","0","Cattaraugus","","","1/1/1902","1/1/1934","7/14/2008","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.ccblv.com","70889","65701","0","4697","491","0","0","0"
"6954","0","63201","1249075","CAYUGA LAKE NATIONAL BANK","Union Springs","NY","13160","12/31/2012","11/15/2020","N","3 Cayuga St.","CAYUGA LAKE BANK CORP","2","0","0","5","0","Cayuga","","","1/1/1864","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.cayugalakenationalbank.com","33196","30500","1","2695","0","0","0","0"
"15310","11862","594433","1493654","CB&S BANK, INC.","Russellville","AL","35653","12/31/2012","11/15/2020","NM","201 S. Jackson St.","CBS BANC-CORP","42","0","1","4","0","Franklin","","","1/1/1906","12/6/1935","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.cbsbank.com","27774","24848","7","2919","0","0","0","0"
"58434","0","3615021","","CBANK","Cincinnati","OH","45202","12/31/2012","11/15/2020","NM","30 W. 3rd St.","","1","0","0","4","1","Hamilton","17140","Cincinnati, OH-KY-IN","7/16/2007","7/16/2007","1/4/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","WWW.CBANKUSA.COM","6592","6592","0","0","0","0","0","0"
"1421","0","380841","1097119","CBC BANK","Bowling Green","MO","63334","12/31/2012","11/15/2020","NM","901 Business Hwy 61","CLIFFORD BANCSHARES INC","4","0","0","8","1","Pike","","","1/1/1871","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.cbcbank.net","13354","12549","0","805","0","0","0","0"
"35309","0","2855914","2855905","CBC NATIONAL BANK","Fernandina Beach","FL","32034","12/31/2012","11/15/2020","N","1891 S. 14th St.","COASTAL BANKING CO INC","6","0","1","4","0","Nassau","27260","Jacksonville, FL","5/10/2000","5/10/2000","8/10/2008","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","","51164","48772","0","2392","0","0","0","0"
